# Path-cohort ledger — every path-like parameter, classified.
#
# Generated by session 167 from live measurement against Godot 4.7 (editor + a running
# game), one line per row, TAB separated:  tool <TAB> param <TAB> class <TAB> reason
#
# CLASSES
#   guarded          refuses an escaping res://.. spelling, naming the parameter
#   node-path        addresses a node in a scene tree; cannot express a filesystem escape
#   not-a-path       enumerator over-inclusion; the value is not a path at all
#   capability-gated the plane's capability check answers before the guard is reached
#   do-not-reopen    a plane with its own dedicated pass (166 §8.38)
#   backend-absent   needs a backend that cannot be installed on the measuring host
#   stores-only      stored verbatim and never resolved; see the reason for why that is legitimate
#
# 🔴 THIS FILE IS A GATE, NOT A NOTE. `AUTH_PATH_LEDGER` fails when the live cohort and
# this ledger disagree in EITHER direction — a new parameter nobody classified, or an
# entry whose row no longer exists. That is the whole point: 162's conclusion survived
# three sessions because it was compiled into a tool with no way to notice it had gone
# stale. An entry here cannot outlive its row.
anim_add_track	player_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_add_track	path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_create	player_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_delete	player_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_get_track_keys	player_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_insert_key	player_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_list	player_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_player_create	parent_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_remove_key	player_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_set_length	player_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_set_loop	player_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_statemachine_add_state	tree_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_statemachine_add_transition	tree_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_statemachine_add_transition	from_state	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_statemachine_add_transition	to_state	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_tree_add_node	tree_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_tree_create	parent_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
anim_tree_create	anim_player_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
area_set_gravity	path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
area_set_monitoring	path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
asset_gen_audio_sfx	to_path	guarded	refuses res://.. naming the parameter
asset_gen_icon	to_path	guarded	refuses res://.. naming the parameter
asset_gen_model	to_path	guarded	refuses res://.. naming the parameter
asset_gen_placeholder	to_path	guarded	refuses res://.. naming the parameter
asset_gen_sprite	to_path	guarded	refuses res://.. naming the parameter
asset_gen_texture	to_path	guarded	refuses res://.. naming the parameter
audio_player_create	parent_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
audio_player_create	stream_path	guarded	refuses res://.. naming the parameter
audio_set_bus_layout	to_path	guarded	refuses res://.. naming the parameter
audio_set_stream	path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
audio_set_stream	stream_path	guarded	refuses res://.. naming the parameter
auth_scaffold	to_path	guarded	refuses res://.. naming the parameter
backend_configure	to_path	guarded	refuses res://.. naming the parameter
board_create	path	guarded	refuses res://.. naming the parameter
board_create	background.art	guarded	refuses res://.. naming the parameter (167 stage B, saved-scene/filesystem verdict)
board_tile_create	path	guarded	refuses res://.. naming the parameter
board_tile_create	tileset	guarded	refuses res://.. naming the parameter (167 stage B, saved-scene/filesystem verdict)
body_create	parent_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
body_set_collision_layer	path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
body_set_collision_mask	path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
body_set_physics_material	path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
camera_create	parent_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
card_deck_from_table	template_path	guarded	refuses res://.. naming the parameter
card_deck_from_table	table_path	guarded	refuses res://.. naming the parameter
card_deck_from_table	art_column	not-a-path	enumerator over-inclusion: the name matches a path segment but the value is not a path
card_hand_layout	template_path	guarded	refuses res://.. naming the parameter
card_instance	template_path	guarded	refuses res://.. naming the parameter
card_instance	parent	node-path	the tool's own reply vocabulary resolves it as a node, not a file
card_template_create	path	guarded	refuses res://.. naming the parameter
card_template_create	back.art	guarded	refuses res://.. naming the parameter (167 stage B, saved-scene/filesystem verdict)
card_template_create	theme_path	guarded	refuses res://.. naming the parameter (167 stage B, saved-scene/filesystem verdict)
card_template_create	theme.font_path	guarded	refuses res://.. naming the parameter (167 stage B, saved-scene/filesystem verdict)
card_template_create	script_path	guarded	refuses res://.. naming the parameter (167 stage B, saved-scene/filesystem verdict)
cloudsave_scaffold	to_path	guarded	refuses res://.. naming the parameter
collisionpolygon_add	parent_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
collisionshape_add	parent_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
container_add_child	container_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
control_create	parent_path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
control_set_anchors	path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
control_set_layout_preset	path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
control_set_size_flags	path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
control_set_theme	path	node-path	the tool's own reply vocabulary resolves it as a node, not a file
control_set_theme	theme_path	guarded	refuses res://.. naming the parameter
cs_code_action	path	backend-absent	requires a backend not installable on the measuring host
cs_completion	path	guarded	refuses res://.. naming the parameter
cs_dbg_launch	program	do-not-reopen	plane on the do-not-reopen list with its own dedicated path pass (166 §8.38)
cs_dbg_restart	program	do-not-reopen	plane on the do-not-reopen list with its own dedicated path pass (166 §8.38)
